NU_ANO_CENSO|CO_IES|NO_IES|SG_IES|CO_MANTENEDORA|NO_MANTENEDORA|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_REGIAO|CO_UF|CO_MUNICIPIO|IN_CAPITAL|QT_TEC_TOTAL|QT_TEC_FUNDAMENTAL_INCOMP_FEM|QT_TEC_FUNDAMENTAL_INCOMP_MASC|QT_TEC_FUNDAMENTAL_COMP_FEM|QT_TEC_FUNDAMENTAL_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_ASSINA_OUTRA_BASE|IN_REPOSITORIO_INSTITUCIONAL|IN_BUSCA_INTEGRADA|IN_SERVICO_INTERNET|IN_PARTICIPA_REDE_SOCIAL|IN_CATALOGO_ONLINE|QT_PERIODICO_ELETRONICO|QT_LIVRO_ELETRONICO|TP_REFERENTE|VL_RECEITA_PROPRIA|VL_RECEITA_TRANSFERENCIA|VL_RECEITA_OUTRA|VL_DESPESA_PESSOAL_DOCENTE|VL_DESPESA_PESSOAL_TECNICO|VL_DESPESA_PESSOAL_ENCARGO|VL_DESPESA_CUSTEIO|VL_DESPESA_INVESTIMENTO|VL_DESPESA_PESQUISA|VL_DESPESA_OUTRA
2018|1014|INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC|BOM JESUS/IELUSC|711|ASSOCIACAO EDUCACIONAL LUTERANA BOM JESUS/IELUSC|5|3|4|42|4209102|0|56|0|0|1|0|20|12|10|5|4|4|0|0|0|0|0||0|0|0|1|0|1|0|10|2|44157204.6|0.00|7603903.94|10839747.70|8100907.73|6488330.61|8577600.97|2377683.17|0.00|642818.91
2018|1701|FACULDADE MACHADO DE ASSIS|FAMA|712|ASSOCIACAO EDUCACIONAL MACHADO DE ASSIS|5|3|3|33|3304557|1|7|0|0|0|0|3|0|2|2|0|0|0|0|0|0|0||0|0|1|1|0|1|27|0|1|2159754.33|0.00|0.00|1013003.99|244333.37|283408.05|273006.75|0.00|0.00|0.00
2018|5369|FACULDADES INTEGRADAS ASMEC|ASMEC|715|UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA|4|3|3|31|3146008|0|28|3|0|2|5|4|4|5|2|2|1|0|0|0|0|0||0|0|1|1|1|1|633|0|2|4352594.55|0.00|162475.95|1269318.00|552047.62|1240999.46|878752.96|107826.23|0.00|152512.91
2018|828|FACULDADE DE SÃO LOURENÇO|FASAMA|715|UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA|4|3|3|31|3163706|0|30|2|4|2|0|4|3|7|3|3|1|0|0|1|0|0||0|0|1|1|0|1|8|10|2|11675502.78|0.00|182167.93|2134248.54|796456.79|2087683.87|1225906.81|76769.91|0.00|509194.25
2018|4185|FACULDADE PERUIBE|FPBE|715|UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA|4|3|3|35|3537602|0|8|0|0|0|0|0|0|6|2|0|0|0|0|0|0|0||1|0|1|1|0|0|0|0|2|6124332.4|0.00|127965.35|1019177.30|535122.16|1259544.02|1710890.84|137783.15|0.00|191111.04
2018|1554|FACULDADES INTEGRADAS DO VALE DO RIBEIRA|FIVR|715|UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA|4|3|3|35|3542602|0|30|0|0|0|0|8|10|4|3|1|3|0|1|0|0|0||0|1|1|0|0|1|200|0|2|20191220.46|0.00|456552.98|2602440.54|2332875.80|4600578.26|5381817.32|444449.49|0.00|652579.04
2018|3823|INSTITUTO DE EDUCAÇÃO SUPERIOR DE POUSO ALEGRE||715|UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA|4|3|3|31|3152501|0|10|0|0|1|2|1|3|1|2|0|0|0|0|0|0|0||0|0|1|1|0|1|4|0|2|1409615.36|0.00|18375.02|222490.29|139803.30|254707.24|287981.48|0.00|0.00|57548.51
2018|1225|CENTRO UNIVERSITÁRIO AMPARENSE|UNIFIA|715|UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA|4|2|3|35|3501905|0|31|0|2|4|1|5|3|4|4|4|4|0|0|0|0|0||0|0|1|1|1|1|7|10|2|8450832.23|0.00|212682.61|1763873.76|1096174.96|2751658.26|2537477.08|192366.03|0.00|457920.10
2018|1019|FACULDADE DE CIÊNCIAS E TECNOLOGIA DE UNAÍ - FACTU|FACTU|716|ASSOCIACAO DE ENSINO E PESQUISA DE UNAI AEPU|5|3|3|31|3170404|0|48|2|2|0|1|15|2|7|4|6|0|7|2|0|0|0||0|0|1|0|1|0|0|0|1|6246298.21|0.00|94558.30|1748542.67|847902.28|1513302.35|0.00|197731.16|15442.00|1296740.31
2018|1170|FACULDADE METROPOLITANA DE CAMAÇARI|FAMEC|717|ASSOCIACAO EDUCATIVA E CULTURAL DE CAMACARI|5|3|2|29|2905701|0|67|2|1|6|6|25|14|6|6|1|0|0|0|0|0|1||1|1|1|1|1|1|5200|8722|1|9304963.07|0.00|0.00|3751557.00|1247265.83|2630987.84|0.00|0.00|0.00|1675152.00
2018|1021|FACULDADE DE CIÊNCIAS DE TIMBAÚBA|FACET|718|ASSOCIACAO DE ENSINO SUPERIOR SANTA TEREZINHA|5|3|2|26|2615300|0|37|1|6|1|3|8|6|3|2|5|1|0|1|0|0|1||0|0|1|1|0|1|150|8150|1|4157939.12|0.00|8926.36|1182957.97|759426.63|811909.02|214494.98|235041.56|1200.00|726611.18
2018|1143|Faculdade de Ciências de Timbaúba|FACET|718|ASSOCIACAO DE ENSINO SUPERIOR SANTA TEREZINHA|5|3|2|26|2615300|0|29|1|5|0|2|7|5|3|1|4|0|1|0|0|0|1||0|0|1|1|0|1|150|8150|1|4157939.12|0.00|8926.36|1182957.97|759426.63|811909.02|214494.98|235041.58|1200.00|726611.18
2018|17116|Faculdade de Ciências de Goiana|FCG|718|ASSOCIACAO DE ENSINO SUPERIOR SANTA TEREZINHA|5|3|2|26|2606200|0|4|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0||1|0|1|1|0|1|200|6000|2|100000|0.00|72000.00|72000.00|32400.00|22000.00|12000.00|22400.00|0.00|10000.00
2018|1028|UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL|UEMS|729|SECRETARIA DE ESTADO DE EDUCACAO DE MATO GROSSO DO SUL|2|1|5|50|5003702|0|352|0|0|1|2|8|23|23|24|120|61|54|24|9|3|0||0|0|0|1|0|1|0|0|2|195405415.52|1362797.77|0.00|107920234.66|23535821.71|29233249.20|32063243.75|1136118.81|2879545.16|0.00
2018|1049|INSTITUTO DE ENSINO SUPERIOR FUCAPI|CESF|732|FUCAPI FUND CENTRO DE ANALISE PESQ E INOV TECNOLOGICA|5|3|1|13|1302603|1|84|1|1|1|1|38|12|9|5|7|6|1|1|0|1|0||0|0|1|1|0|1|371|0|2|11468433.17|0.00|318906.45|3513305.69|786978.92|1995023.72|5171152.20|0.00|0.00|830088.15
2018|1051|FACULDADE DA SEUNE|SEUNE|734|SEUNE - SOC DE ENSINO UNIVERSITARIO DO NORDESTE LTDA|4|3|2|27|2704302|1|38|1|1|4|1|14|7|4|2|4|0|0|0|0|0|0||1|0|0|1|0|1|114|1413|2|5744144.3|0.00|0.00|3463239.60|714111.80|1524904.50|827227.17|0.00|0.00|547433.56
2018|3754|FACULDADES INTEGRADAS ADVENTISTAS DE MINAS GERAIS|FADMINAS|735|INSTITUICAO ADV DE EDUC E ASSIST SOCIAL ESTE BRASILEIRA|5|3|3|31|3138203|0|11|0|0|0|0|1|0|4|2|2|2|0|0|0|0|0||1|0|1|1|1|1|182|9000|2|4860221.92|0.00|144888.15|1775007.38|519716.07|679258.55|627272.75|219557.42|0.00|30596.01
2018|1123|INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE SALVADOR|IESUS|736|ASSOCIACAO EDUCACIONAL UNYAHNA S/C|4|3|2|29|2927408|1|9|0|0|0|1|1|1|1|1|4|0|0|0|0|0|1||1|0|1|1|1|1|11|78|2|2322688|0.00|0.00|1193751.00|283545.00|301449.00|323943.00|115000.00|65000.00|38000.00
2018|1055|Centro Universitário Maurício de Nassau de Salvador|Uninassau Salvador|737|ABES - SOCIEDADE BAIANA DE ENSINO SUPERIOR LTDA|5|2|2|29|2927408|1|105|0|0|4|4|37|26|11|7|6|6|3|0|1|0|0||1|1|1|1|0|1|16977|3389|2|35592877.04|0.00|246508.81|8555220.72|2023766.70|7046181.45|2325240.25|325032.46|0.00|14088586.15
2018|1060|CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB|IESB|740|CESB - CENTRO DE EDUCACAO SUPERIOR DE BRASILIA LTDA|4|2|5|53|5300108|1|343|1|3|0|0|68|90|67|76|18|15|1|2|0|2|0||1|0|0|1|0|0|8000|6000|1|233611495.31|0.00|267289.81|35763499.09|16520625.00|28690473.00|34938405.16|51764373.70|0.00|1118452.01
2018|1428|INSTITUTO DE ENSINO SUPERIOR PLANALTO|IESPLAN|741|CENTRO DE ESTUDOS SUPERIORES PLANALTO LTDA - ME|4|3|5|53|5300108|1|43|2|5|0|3|11|9|8|2|2|1|0|0|0|0|0||0|0|1|1|1|1|0|10|1|2910264.76|0.00|37023.26|1368596.70|702741.95|566309.20|108241.95|52753.50|9000.00|107293.22
2018|1067|FACULDADE DE JUSSARA|FAJ|744|CENTRO DE CIENCIAS DE JUSSARA LTDA - EPP|4|3|5|52|5212204|0|28|0|2|4|2|1|1|6|4|2|4|1|1|0|0|0||0|0|0|1|1|0|7|11|1|3229699.41|0.00|0.00|943977.22|842499.00|545156.51|0.00|43324.00|0.00|799853.18
2018|1068|FACULDADE ALDETE MARIA ALVES|FAMA|745|INSTITUICAO ITURAMENSE DE ENSINO SUPERIOR|5|3|3|31|3134400|0|26|0|0|0|0|2|4|8|4|5|2|1|0|0|0|1||0|1|1|1|1|1|735|4000|1|4808503.25|0.00|7413221.71|2130444.84|616965.47|946570.85|715442.04|2397146.75|92327.52|3572284.32
2018|1071|INSTITUTO DE ENSINO SUPERIOR DA FUNLEC|IESF|747|FUNDACAO LOWTONS DE EDUCACAO E CULTURA - FUNLEC|5|3|5|50|5002704|1|5|2|0|0|0|1|0|1|0|1|0|0|0|0|0|0||0|0|1|1|1|0|0|0|2|2927099.44|0.00|35973.16|1220910.36|414178.67|493633.38|163422.79|3707.84|3095.24|97058.89
2018|1075|INSTITUTO DE EDUCAÇÃO SUPERIOR DA PARAÍBA|IESP|750|SOCIEDADE DE ENSINO SUPERIOR DA PARAIBA SOCIEDADE SIMPLES LTDA|4|3|2|25|2503209|0|160|0|10|6|8|29|48|27|16|7|5|2|1|0|1|0||1|1|1|1|1|1|22648|13|1|17769755|0.00|2516996.82|7259520.50|1865028.07|2730950.81|3250970.30|3800910.80|0.00|212370.50
2018|3805|FACULDADE DE TECNOLOGIA DA PARAÍBA|FATECPB|750|SOCIEDADE DE ENSINO SUPERIOR DA PARAIBA SOCIEDADE SIMPLES LTDA|4|3|2|25|2503209|0|44|3|5|0|1|8|16|6|4|1|0|0|0|0|0|0||1|1|1|1|1|1|22648|13|1|17769755|0.00|2516996.82|7259520.50|1865028.07|2730950.81|3250970.30|3800910.80|0.00|212370.50
2018|1076|FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE CAJAZEIRAS|FAFIC|751|FUNDACAO DE ENSINO SUPERIOR DE CAJAZEIRAS|5|3|2|25|2503704|0|126|2|3|3|1|4|4|10|6|31|25|11|22|2|2|0||0|0|1|1|1|0|87|8000|2|7344346.64|0.00|53052.42|2973181.88|940745.46|1715613.00|280623.00|14000.00|39668.41|175125.20
2018|1079|FACULDADE MARINGÁ|CESPAR|754|CENTRO DE ENSINO SUPERIOR DO PARANA - CESPAR|5|3|4|41|4115200|0|35|0|0|0|0|4|0|9|7|8|5|1|1|0|0|1||1|1|1|1|1|1|64|10|2|6000855.48|0.00|0.00|1469268.90|1107964.27|939821.98|1902481.60|72700.93|36946.98|535345.14
2018|1085|FACULDADE METODISTA DE SANTA MARIA|FAMES|755|INSTITUTO METODISTA CENTENARIO|5|3|4|43|4316907|0|26|0|0|0|0|3|3|15|4|0|0|0|0|0|1|0||1|0|0|1|0|1|34|7687|1|9234610.03|0.00|1066031.35|3327276.26|1823523.43|1882693.49|297413.97|0.00|0.00|4641081.51
2018|1087|FACULDADES INTEGRADAS APARÍCIO CARVALHO|FIMCA|757|SOCIEDADE DE PESQUISA EDUCACAO E CULTURA, DR. APARICIO CARVALHO DE MORAES LTDA|5|3|1|11|1100205|1|290|11|18|28|19|90|66|27|17|10|2|1|1|0|0|1||1|0|1|1|0|1|784|14992|1|75304260.16|0.00|2279564.35|22410024.29|9553226.01|8939463.68|15876250.44|6581945.77|677016.96|1356768.99
2018|19172|Faculdades Integradas Aparício Carvalho Vilhena|FIMCAVILHENA|757|SOCIEDADE DE PESQUISA EDUCACAO E CULTURA, DR. APARICIO CARVALHO DE MORAES LTDA|4|3|1|11|1100304|0|14|1|0|1|1|3|3|2|0|2|1|0|0|0|0|0||1|0|1|1|0|1|203|0|1|2850897.24|0.00|0.00|555602.63|170122.85|233912.95|623432.58|332423.22|0.00|81035.25
2018|1090|FACULDADE SÃO LUÍS DE FRANÇA|FSLF|759|SOCIEDADE EDUCACIONAL E CULTURAL SERGIPE DEL REY LTDA|4|3|2|28|2800308|1|39|0|0|3|2|7|9|3|2|11|2|0|0|0|0|1||1|1|1|1|0|1|23730|19842|2|3073150|0.00|53550.00|634091.00|722895.00|884824.00|3439277.00|619194.00|0.00|0.00
2018|1092|FACULDADES INTEGRADAS DE BAURU|FIB|760|ASSOCIACAO RANIERI DE EDUCACAO E CULTURA LTDA|4|3|3|35|3506003|0|60|0|0|5|6|11|8|19|8|0|0|1|1|1|0|0||1|0|0|1|1|1|0|3000|1|20990156.3|0.00|811727.41|10960387.12|2224740.81|3521412.27|3483634.86|172486.58|0.00|0.00
2018|1174|FACULDADE DE SABARÁ|SOECS|762|SOCIEDADE EDUCACIONAL E CULTURAL DE SABARA|5|3|3|31|3156700|0|18|0|1|1|2|0|3|7|2|1|1|0|0|0|0|0||1|1|1|1|1|1|7|7000|1|4256964.5|0.01|158046.51|1125756.05|616150.00|937163.57|465496.17|1197790.51|69654.72|0.01
2018|3692|FACULDADE DE TECNOLOGIA IPEP DE CAMPINAS|FATEC CAMPINAS|766|INSTITUTO PAULISTA DE ENSINO E PESQUISA-IPEP|5|3|3|35|3509502|0|25|1|2|0|2|1|6|5|4|2|2|0|0|0|0|1||1|0|1|1|1|1|35|6000|2|414953.16|0.00|0.00|99122.70|43629.29|109643.70|0.00|0.00|17332.80|0.00
2018|1385|FACULDADES INTEGRADAS IPEP|FIPEP|766|INSTITUTO PAULISTA DE ENSINO E PESQUISA-IPEP|5|3|3|35|3550308|1|67|6|1|5|1|19|3|7|14|4|4|1|1|0|1|1||1|1|1|1|1|1|35|6000|1|968224.05|0.00|0.00|231286.30|101801.67|255835.30|205623.88|0.00|40443.20|588923.27
2018|21892|CENTRO DE ENSINO SUPERIOR DE PALMAS|CESUP|770|INSTITUTO EURO AMERICANO DE EDUCACAO CIENCIA TECNOLOGIA|5|3|1|17|1721000|1|4|0|0|0|0|2|0|0|0|1|1|0|0|0|0|0||1|0|0|1|0|0|7723|2255|2|179046.42|0.00|0.00|78679.79|137236.21|133800.00|2179272.00|39636.00|53172.00|55500.00
2018|4450|FACULDADE METROPOLITANA DA AMAZÔNIA|FAMAZ|770|INSTITUTO EURO AMERICANO DE EDUCACAO CIENCIA TECNOLOGIA|5|3|1|15|1501402|1|169|0|1|7|8|84|39|12|8|5|4|1|0|0|0|0||1|0|0|1|0|1|7723|22555|2|85266177|0.00|11991515.22|24046907.04|6578292.96|16482276.00|17552400.00|4110708.00|104202.00|11061813.39
2018|15508|Centro de Ensino Unificado do Piauí|CEUPI|770|INSTITUTO EURO AMERICANO DE EDUCACAO CIENCIA TECNOLOGIA|5|3|2|22|2211001|1|17|0|0|0|1|4|4|3|3|1|0|0|1|0|0|0||1|0|0|1|0|1|7723|22254|2|4891427|0.00|1662878.33|584943.81|2066660.16|1609128.00|3193320.00|1566228.00|59136.00|2269470.03
2018|1113|CENTRO UNIVERSITÁRIO EURO-AMERICANO|UNIEURO|770|INSTITUTO EURO AMERICANO DE EDUCACAO CIENCIA TECNOLOGIA|5|2|5|53|5300108|1|229|0|1|2|1|71|68|45|19|14|5|2|1|0|0|0||1|0|0|1|0|1|7723|22555|2|82283229.04|0.00|45538265.21|20903617.15|7016266.85|17681244.00|34703184.00|9325908.00|243582.00|45625292.24
2018|1115|FACULDADE SANTA TEREZINHA|CEST|772|ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE S LUIZ|5|3|2|21|2111300|1|126|0|3|2|4|34|42|27|7|6|1|0|0|0|0|0||1|1|1|1|1|1|190|0|2|22005760|0.00|6260880.89|6705838.37|2966817.66|6915867.82|2759726.67|0.00|0.00|4310071.35
2018|738|CENTRO UNIVERSITÁRIO TERESA D'ÁVILA|FATEA|778|INSTITUTO SANTA TERESA|5|2|3|35|3527207|0|182|0|1|0|0|10|19|18|16|9|15|37|32|11|14|0||0|0|0|1|1|1|0|78|1|23068489.95|0.00|3655851.71|7363394.78|2944816.38|1149345.03|0.00|0.00|55437.58|15211347.89
2018|545|FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS DE ITABIRA|FACCI|779|FUNDACAO COMUNITARIA DE ENSINO SUPERIOR DE ITABIRA|5|3|3|31|3131703|0|82|0|0|1|4|14|10|14|10|16|3|6|3|0|1|0||1|1|1|1|1|1|239|3000|2|11858761.22|0.00|875636.58|2551914.94|1757060.75|2021570.62|4818773.01|0.00|0.00|1177065.72
2018|544|FACULDADE DE CIÊNCIAS HUMANAS DE ITABIRA|FACHI|779|FUNDACAO COMUNITARIA DE ENSINO SUPERIOR DE ITABIRA|5|3|3|31|3131703|0|86|0|0|1|4|15|10|14|10|17|5|6|3|0|1|0||1|1|1|1|1|1|239|3000|2|7489170.75|0.00|586644.04|1709688.37|1177165.55|1354377.35|3228399.22|0.00|0.00|788590.38
2018|135|CENTRO UNIVERSITÁRIO CLARETIANO|CEUCLAR|780|ACAO EDUCACIONAL CLARETIANA|5|2|3|35|3505906|0|443|0|0|6|6|88|35|147|76|52|22|2|7|2|0|0||1|0|1|1|0|1|3223|9603|2|124577537.23|3829573.64|8220769.80|16681083.15|21383433.51|17235937.54|529826.86|1399017.01|0.00|64940414.72
2018|1854|CLARETIANO - FACULDADE - CLARETIANORC|CLARETIANORC|780|ACAO EDUCACIONAL CLARETIANA|5|3|3|35|3543907|0|91|1|0|4|0|10|17|27|14|8|6|1|1|1|1|0||1|0|1|1|0|1|2637|7684|2|31996068.82|0.00|372711.84|5585700.17|4845060.57|4760540.49|4892127.02|624659.35|6000.00|4195464.19
2018|4938|FACULDADE CLARETIANA DE TEOLOGIA||780|ACAO EDUCACIONAL CLARETIANA|5|3|4|41|4106902|1|26|0|0|1|6|2|5|1|3|3|2|0|1|0|2|1||1|0|1|1|0|1|268|1880|2|662020.63|0.00|20940.09|390411.19|488892.69|338818.93|4800.00|1676294.82|0.00|1002468.41
2018|1131|CENTRO UNIVERSITÁRIO SANTO AGOSTINHO|UNIFSA|781|ASSOCIACAO TERESINENSE DE ENSINO S/C LTDA|4|2|2|22|2211001|1|194|1|4|4|9|40|47|26|14|33|7|9|0|0|0|1||1|1|0|1|1|1|146|1245|2|56913331.24|0.00|101346.00|14882979.83|3021181.83|12033626.74|14015345.83|11009016.33|1437327.95|615198.73
2018|1136|FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU|FACIG|783|ASSOCIACAO IGARASSUENSE DE EDUCACAO E CULTURA|5|3|2|26|2606804|0|33|1|3|1|2|7|4|12|1|1|0|0|1|0|0|0||0|1|1|1|1|0|240|2000|1|4442783.29|0.00|0.00|1625000.00|728000.00|988260.00|680000.00|300000.00|40000.00|60500.00
2018|1360|iCEV - Instituto de Ensino Superior||784|GRUPO EDUCACIONAL SUPERIOR CEV LTDA|4|3|2|22|2211001|1|11|0|0|1|1|1|2|4|1|0|1|0|0|0|0|0||1|0|0|0|0|0|28|7542|1|585726.48|0.00|0.00|782060.14|202417.09|701729.69|245148.13|0.00|0.00|0.00
2018|1139|FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG|FEAD - MG|785|SIEMG SISTEMA INTEGRADO DE ENSINO DE MINAS GERAIS LTDA|4|3|3|31|3106200|1|97|6|5|10|5|26|12|12|7|2|1|6|4|0|1|1||1|0|1|1|1|0|1|10|1|16841947.61|0.00|23530.41|6094443.31|2967424.97|4302543.21|6887543.76|0.00|0.00|1267754.32
2018|1825|FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS|FEAD|785|SIEMG SISTEMA INTEGRADO DE ENSINO DE MINAS GERAIS LTDA|4|3|3|31|3106200|1|97|6|5|10|5|26|12|12|7|2|1|6|4|0|1|1||0|0|1|1|1|1|11|10|1|16841947.61|0.00|23530.41|6094443.31|2967424.97|4302543.21|6887543.76|0.00|0.00|1267754.32
2018|3609|FACULDADES INTEGRADAS IPITANGA|FACIIP|786|UNIBAHIA - UNIDADE BAIANA DE ENSINO, PESQUISA E EXTENSAO LTDA|4|3|2|29|2919207|0|25|0|0|0|0|3|4|4|3|2|3|2|1|1|2|0||0|1|0|1|1|0|270|330|1|2994194.49|102060.43|41976.00|924893.28|454521.80|281219.09|0.00|0.00|197777.55|0.00
2018|1141|FACULDADE GAMA E SOUZA|FGS|787|ASSOCIACAO DE CULTURA E EDUCACAO SANTA TERESA|5|3|3|33|3304557|1|62|0|0|3|0|7|5|22|5|2|4|3|5|3|3|0||1|1|1|1|1|0|105|7000|1|11666798.22|0.00|378256.13|3911844.02|1194459.35|1548154.32|42451.32|485276.70|74582.08|2294889.93
2018|1144|FACULDADE DE CIÊNCIAS HUMANAS|IMENSU|788|INSTITUTO MAIRIPORA DE ENSINO SUPERIOR|5|3|3|35|3528502|0|2|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0||0|0|1|1|1|0|50|0|2|124296.5|25080.38|0.00|8535.53|7000.57|4505.46|52700.16|0.00|0.00|2871.25
2018|1379|FACULDADES INTEGRADAS SÃO PEDRO|FAESA|789|ASSOCIACAO EDUCACIONAL DE VITORIA|5|3|3|32|3205309|1|67|3|2|2|3|10|15|16|5|7|1|2|1|0|0|0||0|1|1|1|1|1|32|9556|1|59379600|0.00|3941387.00|11248377.00|2144806.00|8031448.00|15007849.00|750000.00|240000.00|2241302.00
2018|1151|FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE|FANESE|790|ASSOCIACAO DE ENSINO E PESQUISA GRACCHO CARDOSO S/C LTDA - ME|4|3|2|28|2800308|1|80|2|2|2|1|27|18|7|5|4|5|5|2|0|0|1||1|1|1|1|1|1|130|4000|1|15701258|0.00|238741.00|4125325.00|2235368.00|3102481.00|6141296.00|86325.00|0.00|238540.00
2018|1157|ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS|ESFA|793|SERVICO SOCIAL EDUCACIONAL BENEFICENTE SESEBE|5|3|3|32|3204609|0|47|0|0|0|0|10|6|4|12|10|3|1|1|0|0|0||1|0|1|1|1|1|2|1|2|10634000|0.00|135000.00|4900000.00|2050000.00|1490000.00|919000.00|410000.00|88000.00|0.00
2018|1159|CENTRO DE ENSINO SUPERIOR DE VITÓRIA|CESV|794|UNIAO CAPIXABA DE ENSINO SUPERIOR LTDA - UCES|4|3|3|32|3205309|1|10|0|0|0|0|1|3|3|0|3|0|0|0|0|0|1||1|1|1|1|1|1|1622|6135|1|3225836.89|0.00|22526.65|990732.00|1372905.00|402114.00|463206.00|0.00|0.00|587907.00
2018|1160|FACULDADE CAMBURY|CAMBURY|795|CENTRO TECNOLOGICO CAMBURY LTDA|4|3|5|52|5208707|1|120|0|6|0|3|24|29|24|16|13|4|0|1|0|0|1||0|1|0|1|0|1|400|6000|1|21377955.82|0.00|0.00|6391376.09|3410331.27|759435.48|1389550.17|0.00|0.00|10033853.87
2018|1195|FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA|SENAI|796|SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL|5|3|3|35|3548807|0|8|0|0|0|1|1|0|3|0|0|1|0|1|0|1|0||1|0|0|0|0|1|0|0|2|1162418|0.00|1602456.58|2056056.00|265803.20|20815.38|422200.00|0.00|0.00|0.00
2018|4815|FACULDADE DE TECNOLOGIA SENAI NADIR DIAS DE FIGUEIREDO||796|SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL|5|3|3|35|3534401|0|9|0|0|0|0|0|0|4|2|0|3|0|0|0|0|0||1|0|0|1|0|0|38|0|2|679000|0.00|0.00|196606.77|152425.59|292626.39|0.00|0.00|0.00|0.00
2018|17690|FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE||796|SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL|5|3|3|35|3509502|0|8|0|0|0|0|0|0|1|1|2|3|0|1|0|0|0||0|0|1|1|1|0|0|0|1|468319.44|563640.67|0.00|283866.63|489649.00|201932.37|56512.11|0.00|0.00|0.00
2018|4814|FACULDADE DE TECNOLOGIA SENAI FELIX GUISARD||796|SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL|5|3|3|35|3554102|0|2|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0||0|0|0|1|1|1|0|0|2|699535.94|61411.98|7803.26|422774.85|49425.44|216550.26|58997.39|13915.00|0.00|6535.41
2018|4819|FACULDADE DE TECNOLOGIA SENAI MARIANO FERRAZ||796|SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL|5|3|3|35|3550308|1|5|0|0|0|0|0|1|1|0|1|1|0|1|0|0|0||0|0|0|0|1|0|9030|77|2|1007855.62|1004527.40|0.00|603824.58|386870.16|954320.91|67367.37|0.00|0.00|0.00
2018|1526|FACULDADE DE TECNOLOGIA SENAI ANTOINE SKAF|SENAI|796|SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL|5|3|3|35|3550308|1|4|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0||1|0|0|1|0|1|10|42|2|524062.14|0.00|0.00|220408.27|38535.64|222691.76|23104.12|0.00|0.00|0.00
2018|15502|Faculdade de Tecnologia SENAI Suiço-Brasileira Paulo Ernesto Tolle||796|SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL|5|3|3|35|3550308|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1||0|0|0|1|1|0|22|0|2|414887.02|0.00|4350.00|332106.74|28295.26|94750.02|59913.52|0.00|0.00|0.00
2018|4820|FACULDADE DE TECNOLOGIA SENAI ANTÔNIO ADOLPHO LOBBE||796|SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL|5|3|3|35|3548906|0|7|0|0|0|0|1|0|2|1|1|2|0|0|0|0|0||1|1|1|1|1|1|30|0|2|434252.56|628851.98|0.00|275038.14|179929.32|347525.29|239484.53|0.00|0.00|21127.26
