NU_ANO_CENSO|CO_IES|NO_IES|SG_IES|CO_MANTENEDORA|NO_MANTENEDORA|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_REGIAO|CO_UF|CO_MUNICIPIO|IN_CAPITAL|QT_TEC_TOTAL|QT_TEC_FUNDAMENTAL_INCOMP_FEM|QT_TEC_FUNDAMENTAL_INCOMP_MASC|QT_TEC_FUNDAMENTAL_COMP_FEM|QT_TEC_FUNDAMENTAL_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_ASSINA_OUTRA_BASE|IN_REPOSITORIO_INSTITUCIONAL|IN_BUSCA_INTEGRADA|IN_SERVICO_INTERNET|IN_PARTICIPA_REDE_SOCIAL|IN_CATALOGO_ONLINE|QT_PERIODICO_ELETRONICO|QT_LIVRO_ELETRONICO|TP_REFERENTE|VL_RECEITA_PROPRIA|VL_RECEITA_TRANSFERENCIA|VL_RECEITA_OUTRA|VL_DESPESA_PESSOAL_DOCENTE|VL_DESPESA_PESSOAL_TECNICO|VL_DESPESA_PESSOAL_ENCARGO|VL_DESPESA_CUSTEIO|VL_DESPESA_INVESTIMENTO|VL_DESPESA_PESQUISA|VL_DESPESA_OUTRA
2018|19733|FACULDADE RENOVAÇÃO DE PONTA GROSSA|RENOVAÇÃO|560|CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA|4|3|4|41|4119905|0|38|1|0|2|0|6|12|11|3|2|0|0|0|0|1|1||1|1|1|1|1|1|350|18700|1|493092020.41|0.00|50388104.68|75060755.03|64836042.98|47369455.74|223356366.61|36827095.85|212200.00|75214004.70
2018|18714|FACULDADE DE INOVAÇÃO TECNOLÓGICA DE PONTA GROSSA|FAC-CESUMAR|560|CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA|4|3|4|41|4119905|0|38|1|0|2|0|6|12|11|3|2|0|0|0|0|1|1||1|1|1|1|1|1|350|18700|1|493092020.41|0.00|50388104.68|75060755.03|64836042.98|47369455.74|223356366.61|36827095.85|212200.00|75214004.70
2018|17632|Faculdade CESUMAR de Londrina|FAC-CESUMAR|560|CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA|4|3|4|41|4113700|0|29|0|0|2|1|4|8|5|4|3|0|0|2|0|0|1||1|1|1|1|1|1|350|18700|1|493092020.41|0.00|50388104.68|75060755.03|64836042.98|47369455.74|223356366.61|36827095.85|212200.00|75214004.70
2018|14403|FACULDADE CESUMAR|CESUMAR|560|CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA|4|3|4|41|4106902|1|64|1|1|0|1|17|14|21|7|1|0|1|0|0|0|1||1|1|1|1|1|1|350|18700|1|493092020.41|0.00|50388104.68|75060755.03|64836042.98|47369455.74|223356366.61|36827095.85|212200.00|75214004.70
2018|19735|FACULDADE RENOVAÇÃO DE LONDRINA|RENOVAÇÃO|560|CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA|4|3|4|41|4113700|0|29|0|0|2|1|4|8|5|4|3|0|0|2|0|0|1||1|1|1|1|1|1|350|18700|1|493092020.41|0.00|50388104.68|75060755.03|64836042.98|47369455.74|223356366.61|36827095.85|212200.00|75214004.70
2018|4396|CENTRO UNIVERSITÁRIO DE MINEIROS|UNIFIMES|565|FUNDACAO INTEGRADA MUNICIPAL DE ENSINO SUPERIOR|3|2|5|52|5213103|0|122|1|1|4|6|11|19|33|7|26|14|0|0|0|0|0||1|0|1|1|1|0|0|305|1|34917572.11|880376.41|127833.91|15575365.50|5121983.95|4221824.11|5973238.55|4229382.77|119063.15|108285.84
2018|824|FACULDADE DE FILOSOFIA E CIÊNCIAS HUMANAS DE GOIATUBA|FAFICH|568|FUNDACAO DE ENSINO SUPERIOR DE GOIATUBA|3|3|5|52|5209101|0|95|1|1|12|4|17|4|18|5|29|4|0|0|0|0|0||0|0|1|0|1|0|0|0|1|23078278.6|0.00|0.00|10282673.00|3063428.66|2952927.28|6565863.73|371976.00|151028.35|0.00
2018|825|FACULDADE PRESBITERIANA GAMMON|FAGAMMON|569|INSTITUTO PRESBITERIANO GAMMON|5|3|3|31|3138203|0|8|0|0|0|0|1|1|2|0|2|2|0|0|0|0|1||1|0|1|1|1|1|4000|7890|2|1458129.08|0.00|236861.58|1031593.80|449441.32|467809.80|558634.09|270737.11|0.00|56954.98
2018|5670|FACULDADES UNIDAS DO VALE DO ARAGUAIA|UNIVAR|571|SEAR - SOCIEDADE EDUCACIONAL DO ARAGUAIA LTDA|5|3|5|51|5101803|0|72|0|0|4|4|13|17|19|12|1|2|0|0|0|0|1||0|0|0|1|1|1|60|103|2|17909758|0.00|0.00|4863703.00|2050853.00|2320272.00|12048000.00|600000.00|0.00|30000.00
2018|829|UNIVERSIDADE DO TOCANTINS|UNITINS|573|FUNDACAO UNIVERSIDADE DO TOCANTINS - UNITINS|2|1|1|17|1721000|1|329|0|1|1|11|40|76|78|55|34|20|4|6|1|2|0||0|0|1|1|1|0|0|10|2|1131954.81|44945912.03|778687.93|21516471.03|11585792.09|6106796.44|3497786.35|425006.69|82449.74|741718.04
2018|830|UNIVERSIDADE FEDERAL DO AMAPÁ|UNIFAP|574|FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA|1|1|1|16|1600303|1|506|0|0|0|3|38|77|73|70|114|102|12|15|1|1|1||1|0|1|1|1|1|0|0|2|1540127.37|0.00|271845.28|127211653.18|0.00|32988898.14|35444384.94|75634307.04|108202.37|0.00
2018|831|FACULDADE DE CIÊNCIAS HUMANAS DO VALE DO RIO GRANDE|FCHVRG|575|EDUVALE SOCIEDADE EDUCACIONAL VALE DO RIO GRANDE LTDA - EPP|4|3|3|35|3533908|0|5|0|0|0|0|0|0|2|0|0|2|0|1|0|0|0||0|0|0|1|1|1|0|0|1|247956|0.00|135.00|221160.00|138840.00|0.00|0.00|0.00|0.00|84536.00
2018|832|FACULDADE ARQUIDIOCESANA DE CURVELO|FAC|576|MITRA ARQUIDIOCESANA DE DIAMANTINA|5|3|3|31|3120904|0|19|0|0|0|0|2|6|3|0|6|2|0|0|0|0|0||0|0|1|1|0|1|1200|40|2|8438857.4|0.00|428360.92|2894798.95|907845.99|1194558.44|1717922.94|166011.55|18028.39|1521.33
2018|838|FACULDADE DE CIÊNCIAS TECNOLÓGICAS DE FORTALEZA|FCTFOR|580|ASSOCIACAO DE ENSINO SUPERIOR DE FORTALEZA-AESF|5|3|2|23|2304400|1|13|0|0|2|1|2|1|1|1|1|1|1|1|1|0|0||1|1|1|1|1|0|8|89|1|203494.04|0.00|0.00|108491.87|47851.54|11010.87|15876.23|8590.86|8458.11|0.00
2018|839|FACULDADE VITORIANA DE CIÊNCIAS CONTÁBEIS|FAVI|581|AVIES ENSINO SUPERIOR DE VITORIA S/S LTDA|4|3|3|32|3205309|1|106|0|0|25|24|22|22|8|3|2|0|0|0|0|0|0||0|0|1|1|1|1|18|18698|1|7944482.71|0.00|248574.36|2087282.95|680947.17|1278803.81|5624879.75|526918.67|0.00|0.00
2018|840|FACULDADE VITORIANA DE TECNOLOGIA|FAVI|581|AVIES ENSINO SUPERIOR DE VITORIA S/S LTDA|4|3|3|32|3205309|1|106|0|0|25|24|22|22|8|3|2|0|0|0|0|0|0||0|0|1|1|1|1|37|18698|1|7944482.71|0.00|248574.36|2087282.95|680947.17|1278803.81|5624879.75|526918.67|0.00|0.00
2018|1498|INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA|FAVI|581|AVIES ENSINO SUPERIOR DE VITORIA S/S LTDA|4|3|3|32|3205309|1|106|0|0|25|24|22|22|8|3|2|0|0|0|0|0|0||0|0|1|1|1|1|318|18698|1|7944482.71|0.00|248574.36|2087282.95|680947.17|1278803.81|5624879.75|526918.67|0.00|0.00
2018|843|FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI|FATEB|584|FUNDACAO MUNICIPAL DE ENSINO DE BIRIGUI|3|3|3|35|3506508|0|51|0|0|0|0|4|2|2|8|1|4|11|11|4|4|1||0|0|0|1|1|1|299|76|1|2398779.66|657503.26|73616.58|1175307.69|577307.58|665670.93|58893.11|16208.53|0.00|782933.87
2018|1307|FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL|FAEF|585|SOCIEDADE CULTURAL E EDUCACIONAL DE GARCA S/S LTDA|4|3|3|35|3516705|0|122|1|4|3|15|32|34|10|13|3|2|2|2|1|0|0||1|1|1|1|1|1|17|1790|1|14038965.89|0.00|825325.24|3353660.04|2743906.66|2372657.50|4891939.60|418958.85|180339.83|125016.27
2018|845|FACULDADE DA FUNDAÇÃO EDUCACIONAL ARAÇATUBA|FAC-FEA|586|FUNDACAO EDUCACIONAL ARACATUBA|3|2|3|35|3502804|0|21|0|0|0|0|4|4|7|2|1|1|0|2|0|0|1||1|0|1|1|1|1|108|509|1|4168462.7|0.00|514302.10|2235358.59|710463.36|1093483.28|100448.90|161823.94|0.00|604206.13
2018|846|FACULDADE DE ADMINISTRAÇÃO DE TERESINA|FAT|587|AESPI ENSINO SUPERIOR DO PIAUI S/S LTDA|5|3|2|22|2211001|1|95|0|2|4|10|21|22|10|9|14|3|0|0|0|0|0||0|0|1|1|0|1|360|16273|1|10055854.86|0.00|3140291.96|3115281.00|2066075.90|1891285.34|7173832.37|1020937.47|0.00|0.00
2018|847|FACULDADE PIAUIENSE DE PROCESSAMENTO DE DADOS|FPPD|587|AESPI ENSINO SUPERIOR DO PIAUI S/S LTDA|5|3|2|22|2211001|1|95|0|2|4|10|21|22|10|9|14|3|0|0|0|0|0||0|0|1|1|0|1|360|16273|1|10055854.86|0.00|3140291.96|3115281.00|2066075.90|1891285.34|7173832.37|1020937.47|0.00|0.00
2018|1656|INSTITUTO DE ENSINO SUPERIOR DE TERESINA|IEST|587|AESPI ENSINO SUPERIOR DO PIAUI S/S LTDA|5|3|2|22|2211001|1|95|0|2|4|10|21|22|10|9|14|3|0|0|0|0|0||0|0|1|1|0|0|360|16273|1|10055854.86|0.00|3140291.96|3115281.00|2066075.90|1891285.34|7173832.37|1020937.47|0.00|0.00
2018|1462|INSTITUTO PARAIBANO DE ENSINO RENOVADO|INPER|588|ASPER ENSINO SUPERIOR DA PARAIBA S/S LTDA.|4|3|2|25|2507507|1|28|0|0|2|3|11|9|3|0|0|0|0|0|0|0|0||0|0|1|1|1|0|260|12710|1|12978286.15|0.00|590396.87|3998749.00|1981741.24|2149980.11|9449641.44|800590.99|0.00|0.00
2018|2908|FACULDADE NATALENSE DE ENSINO E CULTURA|FANEC|588|ASPER ENSINO SUPERIOR DA PARAIBA S/S LTDA.|4|3|2|24|2408102|1|46|0|0|2|3|8|18|5|3|5|2|0|0|0|0|0||0|0|1|1|0|1|360|12710|1|12978286.15|0.00|590396.87|3998749.00|1981741.24|2149980.11|9449641.44|800590.99|0.00|0.00
2018|848|FACULDADE PARAIBANA DE PROCESSAMENTO DE DADOS|FPPD|588|ASPER ENSINO SUPERIOR DA PARAIBA S/S LTDA.|4|3|2|25|2507507|1|6|0|0|0|2|2|0|1|1|0|0|0|0|0|0|0||0|0|1|1|0|1|360|12710|1|12978286.15|0.00|590396.87|3998749.00|1981741.24|2149980.11|9449641.44|800590.99|0.00|0.00
2018|849|FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA|FAJE|589|ASSOCIACAO JESUITA DE EDUCACAO E ASSISTENCIA SOCIAL|5|3|3|31|3106200|1|26|0|0|0|0|4|6|6|5|4|0|1|0|0|0|1||1|0|0|1|1|1|9|2|2|3191615.08|0.00|664235.27|1783915.73|354326.44|190241.96|726369.70|116216.72|9200.00|465868.01
2018|1182|INSTITUTO DE ENSINO SUPERIOR DE AMERICANA|IESA|597|ACESC ENSINO SUPERIOR DE CAMPINAS S/S LTDA.|4|3|3|35|3501608|0|15|2|0|0|1|4|3|2|2|1|0|0|0|0|0|0||1|0|1|1|0|1|400|12710|1|775733.46|0.00|16792.68|553152.30|415128.47|412076.70|1765161.67|371510.29|0.00|0.00
2018|1872|FACULDADES INTEGRADAS SANTA CRUZ DE CURITIBA|FARESC|599|UNIAO PARANAENSE DE ENSINO E CULTURA -UNIPEC|5|3|4|41|4106902|1|74|0|0|0|0|26|11|19|8|3|5|0|1|0|1|1||0|1|1|1|0|1|161|9054|1|30406135.91|0.00|1157301.65|5351819.96|4399040.86|4058242.75|5305906.06|442088.33|17416.29|8863335.76
2018|861|CENTRO DE ENSINO SUPERIOR DO AMAPÁ|CEAP|600|ASSOCIACAO AMAPAENSE DE ENSINO E CULTURA|4|3|1|16|1600303|1|31|0|0|0|0|5|6|11|4|4|1|0|0|0|0|0||1|0|0|1|1|1|277|0|2|21305356.34|0.00|795732.99|5356200.92|1182644.47|2853596.04|6100454.57|113001.29|117998.40|1411502.55
2018|1032|CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO|UNISAL|607|LICEU CORACAO DE JESUS|5|2|3|35|3501608|0|488|17|9|24|15|107|98|74|41|53|28|8|11|3|0|1||1|1|1|1|1|1|1|5885|1|117594547.1|5495015.27|33329013.80|31333487.30|13879504.29|24674235.60|26128102.78|5582008.23|3987681.24|6991250.96
2018|2844|FACULDADE SALESIANA DOM BOSCO DE PIRACICABA|FSDB|607|LICEU CORACAO DE JESUS|5|3|3|35|3538709|0|20|0|1|1|0|3|0|8|4|0|0|1|0|2|0|0||1|0|1|1|1|1|0|5885|2|3330943.19|0.00|34562.20|1408846.78|286084.01|978826.07|167051.80|0.00|0.00|969259.86
2018|873|FACULDADES UNIFICADAS DE FOZ DO IGUAÇU|UNIFOZ|608|SOCIEDADE DE EDUCACAO TRES FRONTEIRAS LTDA|4|3|4|41|4108304|0|34|0|0|4|2|8|6|11|3|0|0|0|0|0|0|0||1|1|1|1|1|1|53|9180|1|7421534.05|0.00|16750.00|2718720.63|1165165.98|1138882.58|113320.88|0.00|0.00|0.00
2018|1550|FACULDADE DE EDUCAÇÃO FÍSICA DE FOZ DO IGUAÇU||611|AEI ENSINO SUPERIOR DE IGUACU LTDA.|4|3|4|41|4108304|0|26|0|0|0|0|12|6|5|2|0|1|0|0|0|0|0||1|0|1|1|0|1|360|12710|1|8831218.5|0.00|1112685.83|2097690.17|899654.93|960478.61|8181648.92|334140.76|0.00|0.00
2018|877|FACULDADE DE ECONOMIA E PROCESSAMENTO DE DADOS DE FOZ DO IGUAÇU|FEPI|611|AEI ENSINO SUPERIOR DE IGUACU LTDA.|4|3|4|41|4108304|0|26|0|0|0|0|12|6|5|2|0|1|0|0|0|0|0||0|0|1|1|0|1|360|12710|1|8831218.5|0.00|1112685.83|2097690.17|899654.93|960478.61|8181648.92|334140.75|0.00|0.00
2018|2086|INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUAÇU|IESFI|611|AEI ENSINO SUPERIOR DE IGUACU LTDA.|4|3|4|41|4108304|0|26|0|0|0|0|12|6|5|2|0|1|0|0|0|0|0||0|0|1|1|0|1|360|12710|1|8831218.5|0.00|1112685.83|2097690.17|899654.93|960478.61|8181648.92|334140.76|0.00|0.00
2018|881|INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE ASSIS|IMESA|615|FUNDACAO EDUCACIONAL DO MUNICIPIO DE ASSIS|7|3|3|35|3504008|0|60|0|0|0|0|7|3|10|17|10|5|1|3|2|2|1||1|1|1|1|0|1|9918|10|1|33891884.63|9854538.84|1240690.75|11313373.68|4848588.71|4757889.21|7784531.45|2415934.11|0.00|7569818.75
2018|882|INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE BEBEDOURO VICTÓRIO CARDASSI|IMESB|616|PREFEITURA MUNICIPAL DE BEBEDOURO|3|3|3|35|3506102|0|31|2|0|0|0|4|3|13|3|1|4|0|0|0|1|0||0|0|0|1|0|0|8000|8944|2|4387347.28|64996.78|123132.32|1996880.73|916680.71|125830.84|939458.37|61217.09|0.00|158377.17
2018|890|ESCOLA DE GOVERNO PROFESSOR PAULO NEVES DE CARVALHO|EG|623|FUNDACAO JOAO PINHEIRO|2|3|3|31|3106200|1|52|0|0|2|2|1|1|2|1|10|2|5|5|13|8|1||0|1|1|1|0|1|0|0|2|1423005.94|0.00|0.00|1269877.40|528213.62|62415.64|175211.07|0.00|0.00|0.00
2018|1038|FACULDADES INTEGRADAS DE TRÊS LAGOAS|AEMS|625|ASSOCIACAO DE ENSINO E CULTURA DE MATO GROSSO DO SUL|5|3|5|50|5008305|0|86|10|21|9|7|10|5|7|5|4|7|1|0|0|0|0||1|0|1|1|1|0|4|93|1|25838357.66|0.00|3478399.31|3912396.41|1657549.98|2057735.76|2358382.72|1871384.65|60915.53|207752.26
2018|3170|FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS||626|ASSESC-SOCIEDADE EDUCACIONAL DE SANTA CATARINA LTDA|4|3|4|42|4205407|1|55|0|0|0|0|15|15|12|5|5|2|1|0|0|0|0||1|0|0|1|0|1|30000|14611|1|10441908.66|0.00|199507.15|1113973.66|907789.54|555582.10|2707015.74|0.00|0.00|1263955.76
2018|898|CENTRO UNIVERSITÁRIO SANTA RITA|UNISANTARITA|628|ASSOCIACAO DE EDUCACAO SANTA RITA DE CASSIA|5|2|3|35|3550308|1|58|1|1|2|3|14|10|5|6|6|1|2|5|2|0|1||1|1|1|1|1|1|0|2196|1|6806239.6|0.00|36676.50|1170220.45|1536318.50|1068137.68|1025380.96|1242459.06|87719.60|0.00
2018|900|FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E DE TECNOLOGIA|FATEC|630|ASSOCIACAO RONDONIENSE DE ENSINO SUPERIOR|5|3|1|11|1100205|1|14|1|2|0|1|0|1|2|3|0|1|1|1|0|1|0||1|1|1|1|1|0|2500|1500|1|1100000|0.00|0.00|550500.00|201600.00|150420.00|250000.00|0.00|0.00|0.00
2018|905|FACULDADE ESCOLA PAULISTA DE DIREITO|FACEPD|635|INSTITUICAO ESCOLA PAULISTA DE ENSINO SUPERIOR - IEPES LTDA. - ME|5|3|3|35|3550308|1|40|1|0|3|0|12|5|9|4|0|0|4|1|0|1|0||1|1|1|1|1|1|200|7800|2|26000564.54|0.00|772035.00|813101.87|2993956.25|866708.16|19341838.72|0.00|0.00|1173698.00
2018|2075|INSTITUTO DE ENSINO SUPERIOR DE ALAGOAS|IESA|637|AESA ENSINO SUPERIOR DE ALAGOAS S/S LTDA.|4|3|2|27|2704302|1|17|0|0|1|0|5|5|2|2|2|0|0|0|0|0|0||0|0|1|1|0|1|360|12710|1|1320002.84|0.00|1006643.03|361960.14|385041.49|243573.00|1828776.56|1260571.40|0.00|0.00
2018|908|FACULDADE ALAGOANA DE ADMINISTRAÇÃO|FAA|637|AESA ENSINO SUPERIOR DE ALAGOAS S/S LTDA.|4|3|2|27|2704302|1|2|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|1|1|0|1|360|12710|1|1320002.84|0.00|1006643.03|361960.14|385041.49|243573.00|1828776.56|1260571.40|0.00|0.00
2018|909|Faculdade Fernanda Bicchieri||638|SOC DE ENSINO SUPERIOR PROF FERNANDA BICCHIERI SOARES|5|3|3|33|3300456|0|46|3|2|1|3|10|6|9|4|3|4|0|0|1|0|0||0|0|1|1|0|0|0|0|1|4649884.69|0.00|0.00|2087677.85|1221817.75|177682.42|282946.59|62675.50|0.00|594883.07
2018|910|FACULDADE SANTA LÚCIA|FCACSL|639|ASSOCIACAO EDUCACIONAL E ASSISTENCIAL SANTA LUCIA|5|3|3|35|3530805|0|32|4|4|4|1|3|2|7|4|0|0|1|2|0|0|1||1|1|1|1|1|0|69|5000|1|9518316.55|0.00|0.00|2231133.12|461809.30|938475.26|1255235.30|0.00|0.00|0.00
2018|913|FACULDADES INTEGRADAS DE PARANAÍBA - FIPAR|FIPAR|642|CENTRO EDUCACIONAL VISCONDE DE TAUNAY|5|3|5|50|5006309|0|20|3|0|0|0|3|2|0|2|7|2|1|0|0|0|1||1|0|1|1|0|0|29|6|1|1312350|0.00|126802.16|700205.16|372714.20|134176.15|46315.35|105460.20|33465.00|46816.10
2018|915|FACULDADE DE ADMINISTRAÇÃO DE FÁTIMA DO SUL|FAFS|644|ASSOCIACAO EDUCACIONAL NOVE DE JULHO|5|3|5|50|5003801|0|15|2|0|0|1|0|1|2|5|2|2|0|0|0|0|1||1|0|1|1|1|1|22203|9145|1|2319625.76|0.00|10644.44|19035.77|286823.29|28511.00|35686.91|0.00|0.00|429067.50
2018|916|FACULDADE ESTÁCIO DE TERESINA|ESTÁCIO TERESINA|645|CENTRO DE ENSINO UNIFICADO DE TERESINA|4|3|2|22|2211001|1|53|0|0|0|0|18|15|10|5|3|2|0|0|0|0|0||1|0|0|1|0|1|30000|14611|1|92106981.65|0.00|1519098.06|15617700.48|3943910.86|5125375.50|6653492.70|0.00|0.00|15889328.78
2018|918|CENTRO UNIVERSITÁRIO UNIVEL||647|UNIAO EDUCACIONAL DE CASCAVEL - UNIVEL LTDA|4|2|4|41|4104808|0|139|0|0|7|4|37|12|27|17|14|8|5|7|1|0|0||1|0|0|1|1|1|62|8400|2|41788690.96|0.00|6902588.62|8599214.63|9831940.48|4936101.42|13806498.28|11037062.87|97755.34|382706.56
2018|923|FACULDADE DE ADMINISTRAÇÃO E CIÊNCIAS CONTÁBEIS DE SÃO ROQUE|FACCSR|650|ASSOCIACAO DE ENSINO SUPERIOR DE SAO ROQUE|5|3|3|35|3550605|0|18|0|0|1|0|3|5|6|0|1|2|0|0|0|0|1||1|1|1|1|1|1|4207|202736|1|8071692.23|0.00|510895.25|2497051.32|440656.11|1259856.39|2128614.02|158246.47|40358.46|0.00
2018|1422|CENTRO UNIVERSITÁRIO DO NORTE|UNINORTE|656|SOCIEDADE DE DESENVOLVIMENTO CULTURAL DO AMAZONAS S.A. - SODECAM|4|2|1|13|1302603|1|539|10|5|8|7|143|91|108|59|64|37|4|2|0|1|0||1|0|1|1|1|1|2728|7836|2|170739677.29|0.00|1601737.23|33479849.98|22436205.26|22204323.21|52415829.69|6501775.61|0.00|14860407.56
2018|1142|FACULDADE DE DIREITO DE VITÓRIA|FDV|658|SOCIEDADE DE ENSINO SUPERIOR DE VITORIA LTDA|4|3|3|32|3205309|1|66|0|0|2|0|15|7|19|6|7|2|3|1|3|1|1||1|1|1|1|1|1|1|2115|1|23737459.63|0.00|1361937.48|7254099.99|1586747.52|4422767.36|4578450.01|750035.68|198448.33|1485336.71
2018|1125|FACULDADES INTEGRADAS ESPÍRITA|FIES|662|INSTITUTO DE CULTURA ESPIRITA DO PARANA|5|3|4|41|4106902|1|12|0|0|0|0|0|1|5|2|0|1|2|0|0|1|0||1|0|1|0|0|0|20|50|1|1944400|0.00|0.00|900666.00|403200.00|222000.00|260000.00|75000.00|7000.00|45000.00
2018|939|FACULDADE CATÓLICA DE ANÁPOLIS|CATÓLICA DE ANÁPOLIS|664|FUNDACAO SAO MIGUEL ARCANJO|5|3|5|52|5201108|0|12|0|0|1|0|1|1|4|1|3|1|0|0|0|0|0||1|1|1|1|0|1|92|15600|2|3939054.01|0.03|17047581.38|1790520.01|2355800.20|3580152.03|1189237.20|1.00|3290.00|90721.28
2018|952|UNIVERSIDADE SANTA CECÍLIA|UNISANTA|676|INSTITUTO SUPERIOR DE EDUCACAO SANTA CECILIA|5|1|3|35|3548500|0|531|0|0|42|49|95|67|113|134|13|7|4|5|1|1|1||1|1|0|1|1|1|257|8193|2|153872827|0.00|5923289.53|42307441.04|13191325.00|8495488.78|28345565.62|1036691.70|0.00|665215.69
2018|953|UNIVERSIDADE METROPOLITANA DE SANTOS|UNIMES|677|CENTRO DE ESTUDOS UNIFICADOS BANDEIRANTE|5|1|3|35|3548500|0|908|11|13|23|20|124|88|212|203|24|16|47|46|50|31|1||1|1|1|1|0|1|20800|15000|1|111932613.85|0.00|635146.79|29705720.51|18268317.17|8993551.49|0.00|2246281.70|0.00|62887469.71
2018|1162|FACULDADE DE ALTA FLORESTA|FAF|683|UNIFLOR-UNIAO DAS FACULDADES DE ALTA FLORESTA|5|3|5|51|5100250|0|26|0|1|2|0|6|8|4|1|3|0|1|0|0|0|0||0|0|1|1|1|0|0|6000|1|534722.67|0.00|0.00|245227.96|667722.20|340293.39|1706406.21|157019.95|31319.59|255219.74
2018|1867|FACULDADE SANTOS DUMONT|FSD|686|FUNDACAO EDUCACIONAL SAO JOSE|5|3|3|31|3160702|0|27|1|0|2|0|5|4|5|1|2|3|0|2|2|0|0||0|0|0|1|0|1|45|0|1|2423004.8|0.00|21996.72|1188405.78|669763.15|182347.67|255822.45|183159.42|0.00|43985.73
2018|3688|FACULDADES INTEGRADAS DO VALE DO IVAÍ||688|INSTITUICAO CULTURAL E EDUCACIONAL DE IVAIPORA|5|3|4|41|4111506|0|26|0|0|0|0|2|2|0|2|9|5|3|2|0|1|1||1|1|1|1|1|1|1203|1901|2|4535038.09|0.00|89580.53|1791120.81|909273.67|1061154.57|190725.87|107535.59|0.00|564808.11
2018|989|ESCOLA SUPERIOR EM MEIO AMBIENTE|ESMA|693|FUNDACAO EDUCACIONAL VALE DO SAO FRANCISCO|5|3|3|31|3130309|0|38|2|0|0|0|11|5|6|2|1|2|5|1|1|2|1||0|1|1|1|1|1|99|810|2|383936.26|1500.00|2824800.80|228261.85|495853.68|153107.99|1258797.03|16889.82|3000.00|112769.14
2018|991|FACULDADE SENAI-CETIQT|SENAI-CETIQT|695|SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI|5|3|3|33|3304557|1|170|0|0|1|2|10|14|43|15|27|19|14|13|6|6|0||1|0|1|1|0|1|499|7606|2|9709385|0.00|58035061.00|6974443.00|5320245.00|11929329.00|51173.00|33187049.00|27625.00|10254583.00
2018|1444|FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA|FIEL|699|ASSOCIACAO LIMEIRENSE DE EDUCACAO E CULTURA|5|3|3|35|3526902|0|39|3|1|5|0|13|3|9|3|0|1|0|0|1|0|0||0|0|0|1|1|0|300|2500|1|26068132.22|0.00|1616534.20|7073619.35|315954.46|2730480.87|1215299.21|0.00|0.00|4328970.44
2018|2328|FACULDADE ITEANA DE BOTUCATU|FITB|700|INSTITUICAO TOLEDO DE ENSINO|5|3|3|35|3507506|0|17|0|0|0|1|3|2|3|0|0|1|0|4|1|2|1||1|1|1|1|1|1|3100|3156|2|6390564.44|0.00|0.00|1006037.59|806387.99|816526.58|641041.58|14266.00|2070.00|50213.25
2018|997|Centro Universitário de Bauru||700|INSTITUICAO TOLEDO DE ENSINO|5|2|3|35|3506003|0|80|0|0|2|10|17|3|18|3|4|4|6|7|3|3|1||1|1|1|1|1|1|3100|3156|2|31455025.9|0.00|178571.59|7047420.14|5742066.71|5625271.25|1973845.03|359258.13|38719.86|2495811.55
2018|1012|FACULDADE DO SERTÃO DO PAJEÚ|FASP|709|AUTARQUIA EDUCACIONAL DE AFOGADOS DA INGAZEIRA-AEDAI|7|3|2|26|2600104|0|13|0|0|0|0|4|1|6|1|1|0|0|0|0|0|0||1|0|1|1|1|1|5|10|1|2268311.19|150000.00|94633.75|868980.47|532664.42|310212.01|374029.18|138995.84|10245.00|0.00
